65	 502	 1013	 938
70	 511	 1077	 1076
75	 525	 713	 1155
77	 414	 728	 1326
77	 424	 680	 1326
77	 543	 779	 1327
82	 446	 926	 918
83	 477	 669	 1455
84	 437	 1110	 1296
84	 540	 1149	 1417
85	 537	 763	 1357
86	 477	 1184	 1313
86	 522	 684	 1232
87	 465	 659	 980
87	 548	 815	 1486
88	 417	 951	 1056
88	 493	 730	 871
91	 430	 1012	 1071
91	 553	 1099	 1375
92	 460	 1167	 1335
92	 525	 735	 999
95	 553	 777	 1153
98	 506	 740	 1880
105	 452	 1177	 1076
110	 420	 617	 1419
113	 399	 1093	 1301
113	 542	 1195	 1253
115	 525	 1197	 1142
116	 547	 1156	 1224
117	 550	 1111	 1191
136	 449	 1252	 1061
137	 417	 959	 956
137	 529	 942	 923
138	 529	 939	 921
159	 407	 545	 1215
174	 456	 709	 911
184	 422	 868	 899
186	 504	 790	 845
194	 571	 576	 1204
197	 544	 619	 985
198	 579	 1423	 1482
204	 423	 628	 982
205	 540	 1018	 873
205	 619	 1100	 1463
206	 344	 1279	 1474
206	 344	 1290	 1468
206	 347	 1191	 1840
206	 407	 1402	 1064
206	 496	 1117	 839
206	 558	 1266	 1033
206	 564	 820	 961
206	 566	 820	 957
206	 576	 784	 1031
206	 610	 1126	 1304
206	 615	 1183	 1485
206	 622	 825	 1353
206	 623	 827	 1352
207	 339	 1243	 1695
207	 366	 925	 1149
207	 396	 440	 1256
207	 399	 1207	 1014
207	 583	 1116	 1139
207	 591	 854	 1063
208	 610	 608	 1686
208	 624	 848	 1667
208	 625	 773	 1544
209	 609	 1066	 1231
209	 623	 1008	 1400
210	 588	 1377	 1620
210	 593	 1352	 1655
210	 607	 807	 1177
210	 626	 830	 1630
211	 626	 746	 1537
212	 580	 806	 1021
212	 607	 1039	 1192
212	 607	 999	 1161
212	 615	 1086	 1289
213	 436	 749	 911
213	 511	 1318	 967
213	 571	 687	 1046
213	 621	 895	 1283
213	 625	 786	 1684
214	 508	 1261	 891
214	 535	 694	 905
215	 521	 383	 1039
215	 573	 631	 1055
216	 544	 762	 894
217	 384	 927	 1034
217	 518	 1211	 886
223	 314	 1036	 1553
223	 315	 1125	 1909
223	 320	 1207	 1728
223	 327	 1162	 1755
223	 338	 1403	 1683
223	 364	 1499	 1472
223	 370	 457	 1335
223	 373	 359	 1383
223	 506	 1369	 982
223	 629	 723	 1819
223	 637	 1005	 1687
224	 316	 678	 1654
224	 317	 676	 1666
224	 331	 1408	 1916
224	 333	 1307	 1427
224	 364	 1545	 1700
224	 549	 523	 1008
224	 570	 346	 1207
224	 595	 1353	 1262
224	 643	 801	 1476
225	 329	 1255	 1690
225	 330	 903	 1301
225	 346	 500	 1451
225	 379	 1376	 1093
225	 381	 1351	 1062
225	 388	 216	 1461
225	 397	 1459	 1110
225	 600	 1221	 1124
226	 370	 1536	 1459
226	 390	 1500	 1218
226	 429	 1613	 1261
226	 473	 739	 858
226	 576	 235	 1585
226	 604	 719	 1146
226	 616	 695	 1227
229	 644	 979	 1622
230	 507	 642	 919
231	 472	 701	 877
234	 370	 658	 1207
234	 516	 1165	 869
235	 638	 1189	 1412
236	 640	 1194	 1464
237	 602	 1441	 1376
237	 608	 1345	 1373
237	 640	 1258	 1673
237	 651	 1057	 1700
238	 570	 1393	 1110
238	 580	 855	 909
238	 585	 1024	 933
238	 587	 910	 923
238	 631	 518	 1556
238	 642	 1130	 1336
238	 646	 640	 1405
238	 647	 1169	 1629
238	 648	 1125	 1688
238	 656	 722	 1549
239	 524	 1134	 837
239	 534	 1361	 960
239	 549	 1645	 1368
239	 575	 969	 893
239	 583	 410	 1199
239	 608	 401	 1470
239	 629	 1240	 1297
239	 640	 1239	 1815
240	 545	 1295	 930
240	 549	 948	 824
240	 554	 258	 1284
240	 592	 364	 1305
240	 592	 224	 1578
240	 592	 362	 1306
241	 532	 625	 951
241	 532	 627	 946
241	 562	 1057	 864
241	 594	 246	 1678
241	 625	 806	 1139
241	 626	 805	 1138
242	 504	 621	 919
242	 533	 615	 959
247	 582	 222	 1408
248	 303	 572	 1491
248	 360	 644	 1172
248	 381	 591	 1111
248	 417	 588	 1005
248	 518	 1433	 1056
248	 545	 603	 965
248	 635	 460	 1729
248	 646	 822	 1291
248	 649	 692	 1857
248	 667	 963	 1715
249	 342	 824	 1199
249	 372	 1020	 1021
249	 460	 1269	 828
249	 485	 1328	 851
249	 564	 255	 1227
249	 576	 236	 1221
249	 590	 1565	 1357
249	 656	 496	 1583
249	 661	 1156	 1678
250	 296	 856	 1363
250	 336	 717	 1246
250	 370	 1469	 1132
250	 378	 1457	 1063
250	 378	 1111	 967
250	 498	 468	 947
250	 538	 1132	 847
250	 607	 861	 979
250	 622	 1266	 1257
250	 635	 1399	 1505
250	 641	 1296	 1367
250	 661	 1041	 1876
251	 313	 1377	 1464
251	 348	 635	 1241
251	 359	 679	 1156
251	 390	 959	 964
251	 413	 1395	 908
251	 543	 918	 811
251	 563	 1537	 1182
251	 617	 450	 1200
251	 635	 902	 1095
251	 635	 902	 1091
251	 662	 1210	 1554
252	 515	 273	 1059
252	 640	 1334	 1377
253	 586	 263	 1218
254	 523	 1347	 890
254	 660	 1135	 1329
256	 521	 23	 1569
256	 554	 1114	 835
256	 561	 279	 1104
257	 445	 358	 1077
257	 549	 1057	 858
257	 585	 1405	 1075
258	 354	 945	 1224
260	 568	 175	 1245
260	 600	 1413	 1121
260	 605	 563	 1107
260	 664	 1204	 1635
260	 685	 910	 1693
261	 531	 1442	 966
261	 555	 1457	 1041
261	 568	 1405	 1011
262	 522	 654	 898
262	 590	 116	 1520
263	 607	 337	 1223
263	 608	 339	 1223
264	 529	 78	 1359
264	 543	 680	 926
264	 561	 135	 1326
264	 562	 132	 1328
265	 581	 304	 1140
265	 677	 1036	 1368
266	 560	 543	 980
266	 586	 376	 1100
266	 588	 378	 1105
266	 625	 1138	 1041
266	 627	 1138	 1039
266	 628	 1240	 1080
266	 630	 1193	 1075
266	 645	 995	 1103
266	 661	 1188	 1264
267	 485	 37	 1552
267	 583	 946	 864
267	 597	 928	 915
267	 602	 337	 1197
267	 609	 1170	 980
267	 632	 265	 1732
267	 652	 1157	 1191
267	 653	 1159	 1190
267	 657	 390	 1592
267	 667	 1141	 1265
267	 670	 1075	 1261
268	 558	 293	 1105
268	 626	 1251	 1120
268	 628	 1254	 1114
268	 642	 307	 1525
268	 644	 1542	 1909
268	 677	 572	 1518
268	 684	 1125	 1544
269	 492	 1475	 905
269	 533	 677	 917
269	 545	 1357	 879
269	 564	 1267	 869
269	 585	 138	 1944
269	 585	 1147	 887
269	 586	 1148	 880
269	 613	 209	 1803
269	 617	 1308	 1132
269	 647	 315	 1716
269	 671	 553	 1412
269	 673	 504	 1666
269	 675	 1030	 1289
270	 480	 1445	 879
270	 534	 1360	 866
271	 460	 1447	 871
271	 568	 694	 984
271	 570	 265	 1167
271	 580	 1396	 961
271	 597	 165	 1872
271	 674	 523	 1806
272	 571	 1279	 886
272	 574	 91	 1499
272	 584	 127	 1434
272	 597	 153	 1794
272	 597	 153	 1795
272	 633	 253	 1689
272	 667	 441	 1722
273	 466	 1422	 845
273	 500	 1415	 857
273	 602	 131	 1618
273	 604	 132	 1623
273	 605	 147	 1678
273	 606	 142	 1676
273	 607	 1520	 1189
273	 617	 174	 1657
273	 617	 178	 1658
273	 617	 174	 1663
273	 624	 1422	 1205
273	 642	 855	 1102
273	 642	 806	 1136
274	 321	 1132	 1193
274	 363	 1301	 948
274	 423	 1373	 834
274	 607	 1133	 980
274	 630	 1483	 1326
274	 652	 821	 1166
274	 683	 1174	 1412
274	 683	 1174	 1412
274	 684	 635	 1867
275	 496	 1410	 854
275	 637	 609	 1222
275	 654	 335	 1627
275	 660	 565	 1393
276	 332	 1260	 1082
276	 333	 1357	 1080
276	 500	 1514	 937
276	 567	 1407	 946
276	 599	 1423	 1040
276	 599	 1424	 1040
276	 629	 366	 1317
276	 686	 580	 1778
277	 582	 726	 1021
277	 690	 658	 1653
278	 682	 538	 1762
282	 654	 327	 1835
283	 569	 819	 862
283	 583	 75	 1467
283	 594	 461	 1083
283	 594	 1258	 973
283	 619	 1767	 1541
283	 630	 274	 1438
283	 639	 736	 1130
283	 653	 1620	 1878
284	 558	 685	 968
284	 621	 1684	 1473
284	 633	 340	 1372
284	 657	 339	 1550
284	 695	 1175	 1901
285	 471	 641	 941
285	 598	 111	 1505
285	 671	 402	 1838
285	 679	 1423	 1755
285	 682	 488	 1818
285	 694	 853	 2020
285	 698	 851	 1762
286	 547	 730	 877
286	 551	 824	 829
286	 584	 743	 988
286	 612	 1279	 986
286	 613	 421	 1166
286	 620	 290	 1338
286	 624	 1464	 1144
287	 527	 797	 818
287	 579	 111	 1388
287	 668	 1527	 1811
287	 674	 1360	 1351
287	 680	 659	 1482
287	 705	 889	 1609
288	 558	 272	 1166
288	 606	 1214	 941
288	 615	 1419	 1050
288	 665	 477	 1379
288	 668	 1283	 1250
294	 459	 911	 835
294	 572	 760	 931
295	 453	 810	 885
295	 630	 799	 1053
296	 565	 188	 1258
299	 233	 1070	 1780
299	 318	 1503	 1161
299	 564	 295	 1142
299	 599	 1224	 903
299	 717	 927	 1607
300	 244	 1166	 1559
300	 300	 1444	 1218
300	 305	 1033	 1287
300	 318	 1488	 1151
300	 553	 1233	 827
300	 555	 1124	 806
300	 560	 737	 903
300	 583	 459	 1114
300	 589	 1246	 925
300	 589	 1246	 932
300	 686	 1502	 1946
300	 702	 590	 1953
301	 399	 1149	 858
301	 628	 1229	 995
301	 640	 462	 1210
302	 261	 518	 1589
302	 614	 281	 1237
302	 620	 1236	 957
303	 375	 1502	 928
305	 293	 1242	 1173
306	 561	 1104	 842
307	 648	 839	 1090
309	 236	 1415	 1799
309	 245	 1233	 1488
310	 249	 1344	 1498
310	 268	 1522	 1597
310	 359	 1445	 946
310	 499	 691	 875
310	 512	 674	 898
311	 245	 1308	 1507
311	 247	 1429	 1735
311	 260	 1381	 1522
311	 536	 507	 983
312	 225	 1367	 1991
312	 250	 1295	 1561
312	 275	 1271	 1280
312	 402	 807	 1003
312	 439	 472	 975
313	 235	 1304	 1673
313	 260	 1575	 1653
313	 310	 1669	 1349
314	 232	 1352	 1765
