60	523	787	1169
60	533	786	1072
60	424	1017	1423
60	550	903	1515
60	540	1042	1277
60	495	653	1185
60	485	1165	1174
60	435	1338	1872
60	469	1411	1867
60	535	1136	1856
60	430	661	1167
60	439	1082	1587
60	438	1107	1148
60	450	684	1407
60	450	836	1615
60	460	854	1361
60	469	741	1424
60	511	1313	1986
60	514	698	1058
60	523	988	1047
120	557	1075	1325
120	556	1131	1268
120	558	1249	1593
120	428	1247	1381
120	495	552	1466
120	559	862	1242
120	558	968	1244
120	564	978	1770
120	553	1066	1765
120	506	1478	1751
120	567	983	1721
120	420	1249	1664
120	540	1351	1735
120	402	1037	1255
120	480	1582	1864
120	399	1254	1808
120	404	1160	1590
120	530	851	1027
120	549	887	1091
120	570	912	1267
120	561	1083	1234
180	367	1269	1360
180	377	1243	1487
180	390	578	1461
180	430	387	1455
180	512	289	1451
180	512	903	889
180	514	556	1051
180	532	402	1202
180	542	1081	1018
180	567	1033	1025
180	575	572	1373
180	583	592	1283
180	580	677	1296
180	588	1294	1908
180	595	813	1378
180	579	1346	1466
180	553	1255	1092
180	570	1055	1144
180	561	986	1078
180	378	1264	1380
180	372	1214	1520
180	368	1177	1525
180	367	1110	1610
180	366	1107	1727
240	615	1487	1955
240	626	479	1724
240	613	1273	1215
240	601	1566	1901
240	604	364	1506
240	593	219	1577
240	593	362	1307
240	587	947	1001
240	540	932	878
240	501	1760	1544
240	428	979	889
240	402	990	1087
240	392	540	1170
240	336	1333	1515
240	332	1540	1693
240	320	1189	1456
240	299	1206	1735
240	298	742	1563
240	295	865	1766
240	293	962	1720
240	359	1380	1291
240	546	1301	927
240	554	262	1286
240	630	529	1401
240	631	819	1164
240	548	1016	916
240	630	1232	1421
240	630	1150	1323
240	622	1213	1323
240	601	1645	1997
240	608	1525	1980
240	646	554	1641
240	556	296	1246
240	515	1349	992
240	492	1454	1050
240	518	1389	1056
240	404	1716	1595
240	317	1397	1999
240	658	735	1624
240	654	987	1571
240	652	1152	1902
240	629	1373	1735
240	636	1047	1317
240	639	820	1341
240	638	575	1879
300	703	586	1947
300	585	458	1114
300	589	1244	931
300	616	1423	1149
300	622	1612	1292
300	684	1508	1951
300	551	1230	829
300	677	492	2133
300	666	386	1838
300	696	1417	1647
300	646	537	1330
300	703	1282	1545
300	560	739	904
300	693	601	1958
300	685	518	1929
300	611	191	1501
300	562	41	1431
300	251	1463	1770
300	244	1165	1559
300	555	1123	810
300	578	77	1627
300	676	1593	1628
300	567	1588	1107
300	492	1537	982
300	490	1564	995
300	525	1282	876
300	640	833	1053
300	644	261	1770
300	516	1502	973
300	525	1225	873
300	528	1341	908
300	237	1142	1873
300	245	660	2087
300	681	792	1305
300	702	929	1510
300	708	933	1567
300	524	687	915
300	612	1826	1507
300	606	1843	1527
300	702	1022	1370
300	662	626	1335
300	707	1080	1674
300	671	1233	1276
360	712	725	1489
360	754	902	1611
360	687	1766	1470
360	435	547	968
360	432	509	992
360	452	545	945
360	412	754	911
360	419	518	1037
360	732	577	2088
360	692	351	1724
360	595	1053	1017
360	628	65	1822
360	687	314	1863
360	749	1220	1669
360	761	934	1651
360	763	930	1688
360	765	852	2022
360	194	1511	1979
360	226	1456	1712
360	231	484	1803
360	236	479	1740
360	250	207	1966
360	246	189	2069
360	755	1172	1647
360	634	1641	1167
360	755	724	1823
360	744	809	1604
360	226	1541	1628
360	738	790	1593
360	231	1569	1620
360	699	953	1264
360	523	531	887
360	205	1058	1690
360	226	510	1883
360	185	948	1842
360	204	1412	1636
360	245	1399	1290
360	199	1591	1812
360	278	1788	1448
360	679	488	1595
420	520	635	836
420	280	1181	1146
420	184	916	1704
420	155	498	2117
420	345	384	1160
420	752	1665	1717
420	745	1663	1669
420	607	702	1120
420	767	756	1886
420	120	1281	2067
420	170	648	1909
420	171	509	2030
420	220	1168	1436
420	231	391	1577
420	300	387	1309
420	301	96	1569
420	286	1510	1116
420	323	18	1621
420	483	512	892
420	508	927	744
420	492	1724	912
420	524	1764	970
420	151	1188	1759
420	721	1501	1384
420	828	1092	2054
420	747	1248	1522
420	720	544	1704
420	721	255	1908
420	701	275	1833
420	668	233	1719
420	693	355	1684
420	640	94	1725
420	671	138	1798
420	615	52	1610
420	799	880	2014
420	743	372	2092
420	765	1587	1769
420	774	1760	1963
420	685	1863	1350
420	634	29	1773
420	615	419	1291
420	627	215	1549
420	621	599	1240
420	747	1622	1693
420	693	1334	1289
420	506	1622	920
420	681	884	1360
420	758	1348	1624
420	496	190	1154
420	517	729	810
480	757	294	1892
480	767	621	1670
480	846	1252	2000
480	818	1764	1909
480	504	479	910
480	757	1447	1419
480	584	474	1139
480	617	1424	977
480	824	679	2103
480	808	1191	1840
480	471	1095	774
480	526	1411	836
480	742	671	1650
480	768	725	1617
480	614	854	1053
480	736	1020	1458
480	795	1205	1787
480	751	928	1568
480	673	848	1270
480	620	558	1269
480	595	530	1205
480	520	38	1351
480	269	410	1426
480	250	1383	1239
480	713	522	1456
480	186	738	1684
480	694	774	1273
480	573	740	915
480	192	1479	1417
480	149	1187	1709
480	161	1200	1565
480	122	1640	1843
480	545	274	1120
480	103	1625	2140
480	543	249	1124
480	407	481	935
