360	180	1411	1964
360	515	144	1224
360	373	908	1344
360	670	518	1493
360	722	1551	1738
360	747	834	1585
360	741	728	1684
360	739	1139	1428
360	680	1689	1854
360	685	1490	1276
360	744	1667	2060
360	342	350	1246
360	608	308	1246
360	362	1657	1109
360	242	1409	1397
360	296	1006	1796
360	230	1637	1653
360	293	81	1945
360	366	486	1152
360	283	469	1778
360	221	516	1958
360	198	832	1759
360	646	513	1356
360	489	1539	919
360	589	620	1211
360	471	104	1300
360	506	388	1100
360	485	1144	798
360	535	513	970
360	602	994	975
360	627	1252	974
360	703	1311	1388
360	698	563	1571
360	685	354	1555
360	685	437	1526
360	745	1238	1597
360	718	1408	1828
360	759	902	2020
360	756	1112	1917
360	644	1447	1121
360	635	1647	1492
360	551	1754	1080
360	557	1611	1006
360	265	1617	1594
360	305	1732	1419
360	275	1563	1202
360	446	429	1039
360	357	855	1178
360	327	1163	979
360	326	175	1364
360	282	379	1485
360	256	1123	1283
360	259	1465	1407
360	226	1770	1757
360	381	843	1068
360	242	1025	1453
360	353	693	1343
360	246	610	1725
360	248	474	1911
360	363	937	1425
360	228	1725	1672
360	181	1184	1850
360	169	1068	2083
360	447	1441	851
360	426	1631	1035
360	346	1370	965
360	689	1591	1633
360	667	435	1517
360	689	1813	1535
360	451	1832	1070
360	641	361	1459
360	745	1468	1863
360	576	1557	1023
360	534	784	860
360	607	690	1145
360	696	619	1505
360	722	1270	1504
360	647	1706	1201
360	604	1047	1027
360	669	1182	1205
360	707	1032	1305
360	681	1099	1155
360	473	762	820
360	515	1692	997
360	546	1659	975
360	529	1237	810
360	488	1033	804
360	394	1052	891
360	341	952	1231
360	231	354	1990
360	339	1467	1099
360	738	1512	2117
360	678	382	2140
360	193	1566	2124
360	333	544	2053
360	697	305	1718
360	209	1462	1709
